Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2024-05-11,26.57,82.1,10.66,17.05,27.7,12.6,15.87,0.4,30.28,0.22,0.83,,,0.76,0.56,,47.92,0.05,164.21,0.0,0.0,214.39,,
2024-05-12,28.35,82.13,12.48,17.52,29.61,12.47,14.64,0.48,29.74,0.29,0.89,,,0.78,0.69,,45.74,0.06,145.05,0.0,0.0,191.45,,
2024-05-13,28.19,82.38,9.96,17.86,27.95,12.58,15.66,0.45,44.48,0.26,0.84,,,0.76,0.56,,48.53,0.05,107.33,0.0,0.0,162.97,,
2024-05-14,27.79,83.5,10.55,16.92,27.48,12.67,15.71,0.4,39.11,0.22,0.81,,,0.74,0.5,,44.91,0.04,163.91,0.0,0.0,205.49,,
2024-05-15,33.47,89.63,12.29,19.33,31.33,12.45,14.11,0.5,38.42,0.26,0.77,,,0.75,0.56,,44.6,0.05,145.38,0.0,0.0,198.21,,
2024-05-16,31.13,82.15,11.8,16.48,28.04,12.62,17.02,0.45,23.97,0.27,1.03,,,0.8,0.77,,64.63,0.05,170.29,1.07,1.06,136.38,,
2024-05-17,24.53,78.94,13.79,17.04,30.2,12.4,15.23,0.42,20.15,0.24,1.26,,,0.81,0.73,,66.94,0.04,138.18,0.0,0.0,138.02,,
2024-05-18,22.43,76.57,12.55,15.28,27.44,12.64,15.61,0.31,17.83,0.17,0.96,,,0.73,0.46,,70.11,0.05,158.8,0.0,0.0,224.89,,
2024-05-19,39.73,94.03,6.13,10.72,16.88,11.78,13.91,0.6,28.82,0.28,0.88,,,0.82,0.91,,68.5,0.07,185.25,0.09,0.03,94.89,,
2024-05-20,33.7,84.91,8.8,14.35,23.15,11.98,15.16,0.62,25.95,0.44,1.26,,,0.9,1.26,,56.64,0.06,182.9,0.0,0.0,219.78,,
2024-05-21,21.51,77.7,11.18,16.67,27.74,12.61,15.54,0.43,27.21,0.3,1.13,,,0.82,0.78,,56.03,0.06,191.39,0.0,0.0,221.69,,
2024-05-22,21.26,75.41,10.94,16.57,27.44,12.63,15.28,0.46,32.67,0.23,0.94,,,0.77,0.62,,54.43,0.05,182.01,0.0,0.0,214.25,,
2024-05-23,34.18,85.98,8.85,16.12,24.88,11.46,13.32,0.58,44.94,0.43,1.26,,,0.9,1.17,,53.21,0.06,185.57,0.54,0.4,219.49,,
2024-05-24,37.52,86.39,9.96,19.87,29.91,11.52,17.31,0.82,30.09,0.69,1.62,,,1.01,1.7,,39.59,0.06,121.88,0.0,0.0,237.47,,
2024-05-25,30.27,81.89,10.97,17.74,28.63,12.52,14.75,0.44,35.55,0.39,1.2,,,0.85,0.91,,45.99,0.05,125.34,0.0,0.0,149.23,,
2024-05-26,28.06,81.13,11.15,17.76,28.8,12.56,15.6,0.45,34.4,0.31,1.03,,,0.82,0.81,,48.59,0.06,97.2,0.03,0.03,178.22,,
2024-05-27,24.78,78.65,10.76,16.21,26.94,12.69,15.7,0.3,30.18,0.16,0.73,,,0.72,0.41,,58.91,0.05,71.01,0.0,0.0,0.57,,
2024-05-28,13.78,84.86,6.55,8.8,15.55,17.41,6.57,0.08,22.6,0.25,0.9,,,0.74,0.56,,44.59,0.06,120.36,0.0,0.0,0.0,,
2024-05-29,31.43,89.56,6.6,8.73,15.33,17.46,15.09,0.42,23.92,0.36,1.09,,,0.81,0.75,,40.25,0.05,101.91,0.0,0.0,198.37,,
2024-05-30,23.79,76.6,7.35,12.09,19.55,16.25,17.06,0.56,23.8,0.47,1.24,,,0.87,1.01,,34.87,0.06,92.09,0.0,0.0,208.61,,
2024-05-31,25.24,82.41,14.8,23.22,37.2,11.98,16.94,0.74,20.88,0.67,1.52,,,1.0,1.53,,33.61,0.07,98.29,0.0,0.0,212.26,,
2024-06-01,27.29,81.08,12.98,19.63,32.14,12.33,16.33,0.4,30.14,0.59,1.57,,,0.95,1.28,,33.17,0.06,127.97,0.0,0.0,197.19,,
