Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2024-04-14,98.57,140.82,15.13,21.82,9.89,27.04,2.87,0.42,56.33,1.57,1.43,,,,3.35,28.25,44.63,0.68,223.91,0.0,0.0,46.66,,
2024-04-15,168.35,240.52,15.78,18.3,27.61,34.57,2.73,1.44,49.52,4.37,5.6,,,,4.55,29.44,45.69,0.8,243.35,0.0,0.0,141.76,,
2024-04-16,136.4,194.83,15.73,18.65,27.45,34.26,2.48,1.09,49.95,4.34,5.34,,,,4.51,29.95,34.81,1.24,266.62,0.0,0.0,157.24,,
2024-04-17,102.24,146.06,15.65,18.64,27.57,34.26,2.35,0.71,49.93,4.31,5.35,,,,4.54,28.94,27.64,1.6,286.23,0.0,0.0,175.44,,
2024-04-18,117.22,167.51,15.68,18.64,27.47,34.37,2.49,0.77,49.94,4.31,5.33,,,,4.56,31.55,24.32,0.92,279.15,0.0,0.0,175.37,,
2024-04-19,150.84,215.49,15.64,18.68,27.55,33.86,2.63,1.04,50.19,4.35,5.38,,,,4.56,32.87,25.17,0.8,226.37,0.0,0.0,159.67,,
2024-04-20,255.82,367.03,15.57,18.51,27.54,34.27,3.0,0.91,49.98,4.21,5.25,,,,4.51,30.85,29.04,1.19,278.91,0.0,0.0,154.0,,
2024-04-21,102.05,145.78,15.67,18.6,27.42,34.15,3.5,0.94,49.94,4.32,5.33,,,,4.5,30.82,29.0,1.32,285.9,0.0,0.0,175.37,,
2024-04-22,94.37,134.82,15.69,18.56,27.65,34.43,2.98,1.0,49.8,4.33,5.41,,,,4.54,31.07,26.33,1.35,301.36,0.0,0.0,179.65,,
2024-04-23,151.24,216.06,15.67,18.63,27.52,34.35,2.59,1.18,49.93,4.31,5.34,,,,4.53,29.84,32.7,0.93,246.32,0.05,0.05,174.64,,
2024-04-24,111.0,158.57,15.67,18.61,27.46,34.35,2.85,1.1,49.93,4.31,5.31,,,,4.55,30.74,29.71,0.98,259.93,0.0,0.0,188.86,,
2024-04-25,197.61,282.28,15.7,18.63,27.51,34.44,2.58,1.57,49.87,4.32,5.35,,,,4.55,32.02,22.9,1.04,285.68,0.0,0.0,176.45,,
2024-04-26,211.54,302.19,15.77,18.66,27.2,34.25,2.74,2.18,49.68,4.29,5.26,,,,4.55,32.59,27.68,0.74,223.62,0.04,0.04,166.97,,
2024-04-27,158.13,225.89,15.67,18.7,27.2,34.26,2.48,1.04,50.17,4.23,5.27,,,,4.5,31.54,33.19,0.97,254.98,0.0,0.0,175.22,,
2024-04-28,128.12,183.02,15.71,18.01,24.2,35.39,4.71,0.95,48.91,3.77,4.98,,,,4.62,31.09,26.42,0.76,257.34,0.0,0.0,145.36,,
2024-04-29,194.21,277.44,15.71,18.46,27.73,34.67,2.93,1.28,49.37,4.34,5.49,,,,4.56,31.51,28.61,1.09,246.44,0.0,0.0,154.61,,
2024-04-30,146.18,208.82,15.67,18.63,27.58,34.32,2.46,0.67,49.94,4.32,5.34,,,,4.53,29.6,26.75,1.37,295.25,0.0,0.0,193.35,,
